0,1,2
20180927,8,"인물, 줄거리 어디서 본듯하나 액션장면은 화끈하고 볼만하다. 카메라, 화면구성 좋고 쫓고 쫓기는 추격은 언제나 손에 땀이 난다. 니콜라스 홀트가 매드맥스빨로 찍었나보다.  "
20180707,6,스토리의 개연성이 너무 부족하다.  
20180628,6,무제한 속도의 대명사인 아우토반에서의 카체이싱 액션이 기대만큼의 속도감이나 박진감을 주지 못하자 자동차 충돌 씬에 사활을 걸고 'Collide'로 제목을 바꾼 것이 아닐까?  
20180324,4,"각본이 참... 여자는 불법인거 싫어하더니 로맨틱 어쩌고하니 500만유로라니까 눈 돌아가고, 또 위기 상황에서 주인공 보정 너무 심한거아니냐. 퀼른시 관광과랑 벤츠가 협찬하는 어거지영화ㅉ  "
20180222,6,독일 자동차 모터쇼인줄. 악마를 보았다도 아니고 주인공을 몇번이나 놓치는건지 일부러 그러는건가싶다 안소니 홉킨스는 시덥잖은 소리만하지 대단한 악당도 아니네 주인공도 답답한데 악당들은 더 답답한 영화이다 독일 자동차 달리는거 말곤 볼게없네  
20180211,6,B급영화~ 내용전개는허술하지만 볼만함~  눈을 못떼게하네  
20180127,4,니콜라스 홀트 볼려고 결재했는데 다보고나서 니콜라스홀트가 싫어질정도로 최악이었음  
20180113,1,예고보고 영화관에서 보려 했던 영화인데 안봐서 정말 다행인듯 자동차 보는거 좋아하지만 이렇게 허접할줄은..  
20180112,7,본격 뛰거나 자동차로 도망치는 하드코어 액션 영화.  마무리가 아쉽긴 하지만 자동차 추격신은 굿. 액션영화에서 말 안듣는 여자는 짐이다.  
20180108,7,그저 그렇지만 멋진차는 많이 나온다. 벤츠에서 협찬 제대로 받은듯.  
20171210,3,"벤킹승리,안소니흡킨스 부분만 만족스럽고 그외엔거의 생각없는 연출...  "
20171029,6,자동차 액션 영화... 기억에 남을 것 같지는 않다.  
20171019,2,처음부터 억지스럽고 별것도 아닌걸로 엄청 큰 반전인척 영화종료ㅡㅡ 멍청하고 여주는 앞니 엄청 거슬렸음. 스타워즈가 더 현실적이다.  
20171015,5,영화평점을 등록해야지 얼굴평점을 여기다 왜올리냐  
20171008,1,스토리간 개연성도 낮고보스로 나오는 흰머리아저씨도 쓰잘떼기없는 명언대사별로 였음. 독일 자동차 회사에서 로비받고 급하게만든 영화인가 싶었음. 핵노잼.  
20171007,3,이딴영화가 흥행된다는건웃긴일이다.  이거볼시간에 만화영화보는게 이득  쯔쯔  
20171005,6,배우들은 A급인데 내용은 B- 급  
20171005,1,"제목만 아우토반,내용은 여친구하기위해 민폐쩌는 주인공  "
20170930,8,킬링타임용 영화. 사랑하는 여친을 위해 돈다발은 꼭 챙긴다.  
20170905,5,그냥저냥   킬링타임으로 추천  
20170825,7,니콜라스 홀트 팬이라면 황홀한 영화~ 그가 누군지 모른다면 킬링타임용.  
20170822,4,관람객그냥 그래요 재미 없어요  
20170811,5,그냥 저냥 킬링 타임용 영화...  
20170726,5,"관람객제목만 보고 기대했던 배기량 무한대의 거침없는 질주, 통쾌한 도로 위의 야성액션은 온데간데 없고, 냉혹한 갱단속에서도 뜨거운 가슴을 지닌 사랑꾼의 처절한 분투기만 남았다. 하지만 사랑에 모든걸 내던지는 니콜라스 홀트의 광적인 열연만큼은 참 매력적이다  "
20170723,5,신예와 거물 배우들이 대거 등장해서 극을 끌어감에도 극이 지루하고 엉망이라면 이야기 자체에 문제가 있는 것이다. 막장도 이런 막장이..  
20170713,1,"총알이 주인공을 피해다닌다..이 개똥같은 영화에 벤킹슬리,안소니 홉킨스.니콜라스 홀트까지 필해하냐  "
20170704,8,와우 여주  스타워즈 로그아웃 진어소  맞냐?  몰라봤음 화장하고 금발했다고 이리도 매력적이라니. . .  
20170703,6,속도감이 중간에 있었지만 억지 연결 설정이 좀 있는  
20170701,6,"벤츠 sls amg,재규어 f타입,애스턴마틴 라피드 .. 차 라인업은 좋았지만 내용은 허술했다 그냥 킬링타임용  "
20170625,4,초반부터 너무지루하다  
20170618,8,"스토리성은 조금 부족했을지 몰라도 영화 분위기나 중간중간에 나오는 노래들이 참 좋았다. 또, 니콜라스 홀트의 연기와 외모 보는 재미도 있고, 시원한 도로에서의 액션씬도 최고!  "
20170610,1,평점 높게 준 개baby들은 그냥 알바다.  
