0,1,2
20190127,10,"네 생각이 난다. 우린 생일도 같았었지, 운명인가 싶었었어 비록 내가 그 기회를 잡지 못했지만.. 잘 지내고 있니? 나는 그럭저럭 잘 지내..  "
20190125,10,죽은 자는 말이 없고. 세상에 남은 두 여자는 잃어버린 시간을 되찾는다.  
20190124,9,처음 봤을때 보다 17년 지나 두 번째 봤을때 더 재밌었다는...  
20190124,10,아련한 첫사랑의 추억...  
20190121,10,최고명작이에요.다시봐도잼나ㅠ  
20190120,10,10점 당연한 영화  그냥 10점 위의 영화임  
20190117,9,겨울이 오면 가장 먼저 떠오르는 영화네요. 마지막 대사는 정말 잊을수가 없네요... 큰 여운을 남겨준 훌륭한 초월번역...  
20190116,10,너무 여한이 깊이 남았다...  사람의 사랑이 이렇게까지 꼬일 수가 있는건지... 이츠키(남)와 이츠키(녀) 두 사람의 이야기가 너무 안타깝다. 그리고 이츠키(남)를 진심으로 사랑했을 히로코에게서 이츠키(남)는 이츠키(녀)를 봤다는 사실이 참담하다ㅜ  
20190111,10,옛날 영화라서  보는걸 미루다가 본 뒤로 인생영화가 되버림  
20190111,10,가슴 한켠이 아려오는걸 느낍니다.  
20190107,10,유일하게 거듭 다시 보게되는 영화. 마치 추억의 캡슐 속으로 빨려들어가듯 그 아련함으로 다시 찾게된다.  
20190106,10,오겡끼데스까~~~~와타시와 겡끼데스~~~!!  
20190105,10,잘 지내고 있나요? 전 잘지내고 있습니다..  
20190105,9,"명대사는 오겡끼데스까가 아니고 후지이 이츠키 스트레이트 플러쉬 이부분인데 , 이 장면은 남자 후지이가 고백하는 장면이고 영화에서 가장 중요한 장면인데 잘 모르는 사람들이 많아서 오겡끼데스까가 명대사가 된 영화.  기본적으로 러브레터는 짝사랑의 짝사랑을  "
20190102,10,영화 끝났는데 왜자꾸 가슴이 더아파오지  
20190101,10,좋았어요새해첫영화첫사랑  
