0,1,2
20190114,10,참신하며 명료하다 전문가 평점은 좋은걸 좋다고 말하지 못하는 위선  
20190114,7,평점  낮게 준 놈들은 인종차별까지해대네   몹쓸놈들...  
20181218,1,내가 본 영화중에 워스트3에 든다  
20181105,10,엠마왓슨때문에봄ㅇㅇ  
20181104,6,SNS 로 인한 디스토피아... 역시 SNS 는 인생의 낭비다.  
20181010,5,음  영화가 끝나고 나면 이게모지 ?  할겁니다.  
20180926,8,IT 시스템과 사생활 침해의 상관관계를 생각해 보게 된다.  
20180925,1,엠마왓슨의 지루한 책연기  
20180828,2,큰 기대를 하지 않고 봤는데 정말 기대하지 마라  
20180809,4,큰기대 안하고 볼영화그냥 그럼  
20180808,1,상식이 없는 멍청한 영화  
20180808,1,몰입이 일도 안되는 영화.. 배우도 몰입 못하는거 같고 내용도 전혀 공감이 안가는데 당연하다는 듯이 전개되는 불편한 영화.  
20180806,1,이건 뭐....엠마 왓슨이 나와서 봤더니 그게 다인 영화.. 결말도 뭔헛소리인지 모르겠고 타이는 중요한것처럼 나오더니 비중은 그냥 관객3정도.. 일단 저 사이비 회사가 불편해서 영화보는 내내 인상 찌푸리고 볼 정도였다.  
20180806,4,마무리가 왜이래..이거..ㅡ.ㅡ  
20180806,10,다단계 집단 보는 느낌 ...영화관이랑 ocn 편집됐네요~..엠마왓슨 더서클서 밉상  
20180806,8,인간의 본성에 대해 알아볼 수 있고 서로가 서로를 감시하는 사회가 인간과 얼마나 맞지 않는 정책인지. 민중주의가 얼마나 안좋은 것인지. 왜 많은 사람들이 자유주의를 선택한건지 이해할 수 있다  
20180806,9,서클의 생활은 마치 사이비 종교를 보는듯했다. 마치 무언가에 홀린 것처럼  
20180722,6,많이 문제화되는.그래서 조금은 상상하기도  한 주제를 다름 재밌게 풀었다.하지만 아쉬운 부분도 있다. 보예가의 역할이 마치 앙꼬없는 빵처럼 느껴졌고 마무리도 찝찝했다.  
20180717,2,친구 애니는 갑자기 왜저러는건데요..ㅋㅋ 뭐 유추해보라는겁니까 진짜 별로임  
20180712,9,마무리 모호함..이런거싫어하는데..그래도앞부분이 흥미로워서 봐줌  
20180610,8,지나치게 표현한 SNS의 단상~  
20180607,8,Circle이 보편화될 세상은 불과 몇 년 남지 않아 보인다. 원작 소설과는 다른 결말로 제작되어서 그런지 결말 부분이 좀 어수선해진 것이 아쉽다.  
20180606,7,짐 캐리의 트루먼쇼라는 옛날 영화도 떠오르네요  
20180605,1,소름끼치는 소재. 처음부터 끝까지 발암유발 영화. 스트레스 100퍼  
20180603,8,저런 실시간 카메라가 하나 있었으면 좋겠다. 나를 괴롭히는 아줌마들 할머니들 영상 찍어 올리게... 아줌마들 할머니들이 좀 젊은 남자라면 얼마나 껄떡대는지 모른다... 정말 스트레스다..그들이 제발 빨리 죽기를 바란다.  
20180525,8,뭔가 급하게 마무리한감은 있지만 대체적으로 재밌음  
20180524,2,억지스럽다. 저렇게심한 사생활침해를 제재없이 동의하는사람이많다는게. .배우들이아깝다.  
20180519,2,주제와 배우가 아깝다.  
20180430,10,현재 일어나고 있는 일들과 다가 올 미래에 대해서 생각해 보게 하는 영화. 추천합니다!  
20180424,10,남 사생활 관심 많고 관심이라며 피해 주는 사람들. 내 사생활 sns에 공개하며 좋아요로 먹고 사는 사람들은 영화보고 느낀 점이 있길~  
20180421,4,톰 행크스와 엠마 왓슨 캐스팅해서 만든 영화가 이 따위라니... 참 나... 너무하네.  
