rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate
4,4,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,609603100,9.9,-138258284,-18.5,2786321464,71834,-17181,-19.3,363224,732,2436,2018-02-04
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,418652200,6.8,-23664200,-5.4,113967154437,49347,-3031,-5.8,14196197,533,1131,2018-02-04
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,319486200,5.2,-44765336,-12.3,18163094104,38545,-5093,-11.7,2206345,499,969,2018-02-04
7,7,0,OLD,20178395,12 솔져스,2018-01-31,295627000,4.8,-17526200,-5.6,1064424900,33582,-1827,-5.2,129738,206,780,2018-02-04
8,8,0,OLD,20170590,1987,2017-12-27,199378100,3.2,-9856600,-4.7,57744977745,23629,-1272,-5.1,7175404,397,641,2018-02-04
9,9,0,OLD,20179228,마야2,2018-02-01,162088600,2.6,5718200,3.7,418505500,21016,427,2.1,55214,429,625,2018-02-04
10,10,0,OLD,20178469,올 더 머니,2018-02-01,84024600,1.4,-7633800,-8.3,291966400,9842,-900,-8.4,35185,249,402,2018-02-04
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,407485000,24.0,-1070020600,-72.4,22920286537,53836,-121975,-69.4,2845882,793,3161,2018-02-05
2,2,0,OLD,20168323,염력,2018-01-31,265169200,15.6,-1108089700,-80.7,6658218057,35464,-128885,-78.4,882441,839,4075,2018-02-05
3,3,1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,211480900,12.5,-398122200,-65.3,2997802364,27338,-44496,-61.9,390562,623,2156,2018-02-05
4,4,-1,OLD,20179985,코코,2018-01-11,197730100,11.6,-744836000,-79,24231035216,26150,-89144,-77.3,3073754,628,1736,2018-02-05
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,143441200,8.4,-275211000,-65.7,114110595637,19098,-30249,-61.3,14215295,487,1139,2018-02-05
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,111307500,6.6,-208178700,-65.2,18274401604,14653,-23892,-62,2220998,471,1014,2018-02-05
7,7,0,OLD,20178395,12 솔져스,2018-01-31,103593000,6.1,-192034000,-65,1168017900,12991,-20591,-61.3,142729,200,778,2018-02-05
8,8,0,OLD,20170590,1987,2017-12-27,62977700,3.7,-136400400,-68.4,57807955445,8412,-15217,-64.4,7183816,413,706,2018-02-05
9,9,1,OLD,20178469,올 더 머니,2018-02-01,33648300,2.0,-50376300,-60,325614700,4533,-5309,-53.9,39718,247,438,2018-02-05
10,10,1,OLD,19980074,타이타닉,1998-02-20,19863000,1.2,-29140000,-59.5,4663487000,2994,-3173,-51.5,394492,94,188,2018-02-05
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,414881500,25.1,7396500,1.8,23335168037,55685,1849,3.4,2901567,840,3264,2018-02-06
2,2,0,OLD,20168323,염력,2018-01-31,224531800,13.6,-40637400,-15.3,6882749857,30414,-5050,-14.2,912855,839,3802,2018-02-06
3,3,1,OLD,20179985,코코,2018-01-11,188034900,11.4,-9695200,-4.9,24419070116,25451,-699,-2.7,3099205,680,1748,2018-02-06
4,4,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,187165700,11.3,-24315200,-11.5,3184968064,24381,-2957,-10.8,414943,610,2049,2018-02-06
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,127790100,7.7,-15651100,-10.9,114238385737,17177,-1921,-10.1,14232472,501,1140,2018-02-06
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,101555200,6.1,-9752300,-8.8,18375956804,13318,-1335,-9.1,2234316,477,1014,2018-02-06
7,7,0,OLD,20178395,12 솔져스,2018-01-31,91873900,5.6,-11719100,-11.3,1259891800,11378,-1613,-12.4,154107,211,762,2018-02-06
8,8,0,OLD,20170590,1987,2017-12-27,58442600,3.5,-4535100,-7.2,57866398045,7861,-551,-6.6,7191677,417,707,2018-02-06
9,9,0,OLD,20178469,올 더 머니,2018-02-01,34913800,2.1,1265500,3.8,360528500,4787,254,5.6,44505,244,442,2018-02-06
10,10,4,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,33726200,2.0,17554200,108.5,271167200,3283,1469,81,35506,27,27,2018-02-06
1,1,0,OLD,20176104,그것만이 내 세상,2018-01-17,411245100,25.4,-3636400,-0.9,23746413137,55124,-561,-1,2956691,860,3383,2018-02-07
2,2,1,OLD,20179985,코코,2018-01-11,194585900,12.0,6551000,3.5,24613656016,26116,665,2.6,3125321,645,1787,2018-02-07
3,3,1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,176967300,10.9,-10198400,-5.4,3361935364,23077,-1304,-5.3,438020,575,1906,2018-02-07
4,4,-2,OLD,20168323,염력,2018-01-31,165639100,10.2,-58892700,-26.2,7048388957,22656,-7758,-25.5,935511,766,3108,2018-02-07
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,129356900,8.0,1566800,1.2,114367742637,17338,161,0.9,14249810,530,1244,2018-02-07
6,6,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,104592100,6.5,3036900,3,18480548904,13804,486,3.6,2248120,461,995,2018-02-07
7,7,0,OLD,20178395,12 솔져스,2018-01-31,93849100,5.8,1975200,2.1,1353740900,11751,373,3.3,165858,202,759,2018-02-07
8,8,0,OLD,20170590,1987,2017-12-27,68214600,4.2,9772000,16.7,57934612645,9410,1549,19.7,7201087,405,709,2018-02-07
9,9,5,OLD,20189901,더 포리너,2018-02-07,63424700,3.9,45531100,254.5,82694300,8178,5754,237.4,10774,156,547,2018-02-07
10,10,-1,OLD,20178469,올 더 머니,2018-02-01,35984100,2.2,1070300,3.1,396512600,4802,15,0.3,49307,223,413,2018-02-07
1,1,41,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,1062967600,46.8,1061707600,84262.5,1335394800,142796,142656,101897.1,178442,1140,5972,2018-02-08
2,2,-1,OLD,20176104,그것만이 내 세상,2018-01-17,308552700,13.6,-102692400,-25,24054965837,41431,-13693,-24.8,2998122,703,2555,2018-02-08
3,3,-1,OLD,20179985,코코,2018-01-11,145924500,6.4,-48661400,-25,24759580516,19310,-6806,-26.1,3144631,503,1191,2018-02-08
4,4,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,117234300,5.2,-59733000,-33.8,3479169664,15372,-7705,-33.4,453392,409,913,2018-02-08
5,5,-1,OLD,20168323,염력,2018-01-31,123357300,5.4,-42281800,-25.5,7171746257,15130,-7526,-33.2,950641,535,1333,2018-02-08
6,6,13,OLD,20178672,패딩턴 2,2018-02-08,97195300,4.3,92907300,2166.7,164076300,13670,13134,2450.4,21332,498,1326,2018-02-08
7,7,-2,OLD,20150976,신과함께-죄와 벌,2017-12-20,90890500,4.0,-38466400,-29.7,114458633137,12209,-5129,-29.6,14262019,415,795,2018-02-08
8,8,-2,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,49564200,2.2,-55027900,-52.6,18530113104,6486,-7318,-53,2254606,208,347,2018-02-08
9,9,-2,OLD,20178395,12 솔져스,2018-01-31,45832800,2.0,-48016300,-51.2,1399573700,5819,-5932,-50.5,171677,174,443,2018-02-08
10,10,-1,OLD,20189901,더 포리너,2018-02-07,34737300,1.5,-28687400,-45.2,117431600,4420,-3758,-46,15194,144,443,2018-02-08
1,1,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,1269434076,47.0,206466476,19.4,2604828876,155170,12374,8.7,333612,1183,6140,2018-02-09
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,377659976,14.0,69107276,22.4,24432625813,45104,3673,8.9,3043226,689,2602,2018-02-09
3,3,0,OLD,20179985,코코,2018-01-11,194707500,7.2,48783000,33.4,24954288016,23550,4240,22,3168181,544,1263,2018-02-09
4,4,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,155069800,5.7,37835500,32.3,3634239464,18715,3343,21.7,472107,447,983,2018-02-09
5,5,2,OLD,20150976,신과함께-죄와 벌,2017-12-20,121781700,4.5,30891200,34,114580414837,14392,2183,17.9,14276411,430,841,2018-02-09
6,6,0,OLD,20178672,패딩턴 2,2018-02-08,112349800,4.2,15154500,15.6,276426100,14351,681,5,35683,510,1353,2018-02-09
7,7,1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,62840000,2.3,13275800,26.8,18592953104,7484,998,15.4,2262090,212,361,2018-02-09
8,8,-3,OLD,20168323,염력,2018-01-31,59486924,2.2,-63870376,-51.8,7231233181,7287,-7843,-51.8,957928,500,1265,2018-02-09
9,9,0,OLD,20178395,12 솔져스,2018-01-31,56996100,2.1,11163300,24.4,1456569800,6575,756,13,178252,181,454,2018-02-09
10,10,0,OLD,20189901,더 포리너,2018-02-07,39062900,1.4,4325600,12.5,156494500,4581,161,3.6,19775,154,459,2018-02-09
1,1,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2740175669,48.5,1470741593,115.9,5345004545,327600,172430,111.1,661212,1249,6608,2018-02-10
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,780789669,13.8,403129693,106.7,25213415482,92722,47618,105.6,3135948,724,2767,2018-02-10
3,3,0,OLD,20179985,코코,2018-01-11,551412400,9.8,356704900,183.2,25505700416,66167,42617,181,3234348,650,1633,2018-02-10
4,4,2,OLD,20178672,패딩턴 2,2018-02-08,349361100,6.2,237011300,211,625787200,44831,30480,212.4,80514,625,1543,2018-02-10
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,256131600,4.5,134349900,110.3,114836546437,29904,15512,107.8,14306315,456,895,2018-02-10
6,6,-2,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,219687400,3.9,64617600,41.7,3853926864,26183,7468,39.9,498290,457,942,2018-02-10
7,7,2,OLD,20178395,12 솔져스,2018-01-31,123943600,2.2,66947500,117.5,1580513400,14287,7712,117.3,192539,200,482,2018-02-10
8,8,-1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,104578400,1.9,41738400,66.4,18697531504,12293,4809,64.3,2274383,196,357,2018-02-10
9,9,-1,OLD,20168323,염력,2018-01-31,87696231,1.6,28209307,47.4,7318929412,10545,3258,44.7,968473,492,1060,2018-02-10
10,10,8,OLD,20189761,터닝메카드W: 반다인의 비밀 특별판,2018-02-08,54935800,1.0,46363300,540.8,78820700,7108,5954,515.9,10525,166,377,2018-02-10
1,1,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2526685800,48.3,-213489869,-7.8,7871690345,304233,-23367,-7.1,965445,1236,6430,2018-02-11
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,717972900,13.7,-62816769,-8,25931388382,84720,-8002,-8.6,3220668,705,2670,2018-02-11
3,3,0,OLD,20179985,코코,2018-01-11,506452500,9.7,-44959900,-8.2,26012152916,60799,-5368,-8.1,3295147,642,1633,2018-02-11
4,4,0,OLD,20178672,패딩턴 2,2018-02-08,361262000,6.9,11900900,3.4,987049200,45668,837,1.9,126182,629,1528,2018-02-11
5,5,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,235915500,4.5,-20216100,-7.9,115072461937,27634,-2270,-7.6,14333949,449,877,2018-02-11
6,6,0,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,187006100,3.6,-32681300,-14.9,4040932964,22120,-4063,-15.5,520410,453,902,2018-02-11
7,7,0,OLD,20178395,12 솔져스,2018-01-31,113542600,2.2,-10401000,-8.4,1694056000,13112,-1175,-8.2,205651,197,465,2018-02-11
8,8,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,94189000,1.8,-10389400,-9.9,18791720504,11051,-1242,-10.1,2285434,193,351,2018-02-11
9,9,0,OLD,20168323,염력,2018-01-31,80114300,1.5,-7581931,-8.6,7399043712,9654,-891,-8.4,978127,465,951,2018-02-11
10,10,0,OLD,20189761,터닝메카드W: 반다인의 비밀 특별판,2018-02-08,55982000,1.1,1046200,1.9,134802700,7164,56,0.8,17689,168,373,2018-02-11
1,1,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,688680700,43.8,-1838005100,-72.7,8560371045,91433,-212800,-69.9,1056878,1165,5887,2018-02-12
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,214763400,13.6,-503209500,-70.1,26146151782,28443,-56277,-66.4,3249111,674,2510,2018-02-12
3,3,0,OLD,20179985,코코,2018-01-11,129901700,8.3,-376550800,-74.4,26142054616,17116,-43683,-71.8,3312263,555,1370,2018-02-12
4,4,2,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,91854300,5.8,-95151800,-50.9,4132787264,11923,-10197,-46.1,532333,422,954,2018-02-12
5,5,-1,OLD,20178672,패딩턴 2,2018-02-08,82234000,5.2,-279028000,-77.2,1069283200,11442,-34226,-74.9,137624,516,1243,2018-02-12
6,6,-1,OLD,20150976,신과함께-죄와 벌,2017-12-20,78851900,5.0,-157063600,-66.6,115151313837,10415,-17219,-62.3,14344364,439,919,2018-02-12
7,7,1,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,39711400,2.5,-54477600,-57.8,18831431904,5155,-5896,-53.4,2290589,189,358,2018-02-12
8,8,-1,OLD,20178395,12 솔져스,2018-01-31,37881600,2.4,-75661000,-66.6,1731937600,4814,-8298,-63.3,210465,190,476,2018-02-12
9,9,0,OLD,20168323,염력,2018-01-31,25764500,1.6,-54349800,-67.8,7424808212,3459,-6195,-64.2,981586,424,811,2018-02-12
10,10,1,OLD,20189901,더 포리너,2018-02-07,21031600,1.3,-36043200,-63.2,292696700,2674,-3895,-59.3,35694,149,399,2018-02-12
1,1,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,673731800,40.0,-14948900,-2.2,9234102845,89617,-1816,-2,1146495,1161,5842,2018-02-13
2,2,0,OLD,20176104,그것만이 내 세상,2018-01-17,215642600,12.8,879200,0.4,26361794382,28725,282,1,3277836,692,2544,2018-02-13
3,3,0,OLD,20179985,코코,2018-01-11,140843300,8.4,10941600,8.4,26282897916,18771,1655,9.7,3331034,560,1393,2018-02-13
4,4,1,OLD,20178672,패딩턴 2,2018-02-08,121095800,7.2,38861800,47.3,1190379000,17214,5772,50.4,154838,539,1318,2018-02-13
5,5,-1,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,87310400,5.2,-4543900,-4.9,4220097664,11410,-513,-4.3,543743,424,949,2018-02-13
6,6,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,84927700,5.0,6075800,7.7,115236241537,11228,813,7.8,14355592,440,924,2018-02-13
7,7,0,OLD,20175054,메이즈 러너: 데스 큐어,2018-01-17,46946900,2.8,7235500,18.2,18878378804,6105,950,18.4,2296694,195,376,2018-02-13
8,8,0,OLD,20178395,12 솔져스,2018-01-31,40040300,2.4,2158700,5.7,1771977900,5098,284,5.9,215563,191,476,2018-02-13
9,9,0,OLD,20168323,염력,2018-01-31,27849900,1.7,2085400,8.1,7452658112,3721,262,7.6,985307,434,848,2018-02-13
10,10,0,NEW,20170841,리틀 포레스트,2018-02-28,21524000,1.3,21524000,100,21524000,3239,3239,100,3239,15,15,2018-02-13
1,1,18,OLD,20170561,블랙 팬서,2018-02-14,5055433500,65.0,5046149500,54353.2,5081266500,630461,629217,50580.1,633484,1449,7196,2018-02-14
2,2,9,OLD,20168250,골든슬럼버,2018-02-14,1234112400,15.9,1201203700,3650.1,1319478100,161564,158528,5221.6,170249,762,3653,2018-02-14
3,3,-2,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,547907400,7.0,-125824400,-18.7,9782010245,72063,-17554,-19.6,1218558,618,2387,2018-02-14
4,4,0,NEW,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,335132900,4.3,335132900,100,366450900,43694,43694,100,47544,557,2359,2018-02-14
5,5,0,NEW,20078561,명탐정 코난:감벽의 관,2018-02-14,285572800,3.7,285572800,100,295448800,41627,41627,100,42838,432,820,2018-02-14
6,6,-3,OLD,20179985,코코,2018-01-11,76557600,1.0,-64285700,-45.6,26359455516,10161,-8610,-45.9,3341195,302,454,2018-02-14
7,7,-5,OLD,20176104,그것만이 내 세상,2018-01-17,70674000,0.9,-144968600,-67.2,26432468382,9428,-19297,-67.2,3287264,318,531,2018-02-14
8,8,-4,OLD,20178672,패딩턴 2,2018-02-08,53066000,0.7,-68029800,-56.2,1243445000,7572,-9642,-56,162410,256,330,2018-02-14
9,9,-3,OLD,20150976,신과함께-죄와 벌,2017-12-20,26125600,0.3,-58802100,-69.2,115262367137,3514,-7714,-68.7,14359106,103,140,2018-02-14
10,10,-5,OLD,20178126,인시디어스4: 라스트 키,2018-01-31,11935100,0.2,-75375300,-86.3,4232032764,1620,-9790,-85.8,545363,62,89,2018-02-14
1,1,0,OLD,20170561,블랙 팬서,2018-02-14,5038074700,54.6,-17358800,-0.3,10119341200,563855,-66606,-10.6,1197339,1587,7779,2018-02-15
2,2,0,OLD,20168250,골든슬럼버,2018-02-14,1566288200,17.0,332175800,26.9,2885766300,183922,22358,13.8,354171,822,3626,2018-02-15
3,3,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,1214366900,13.2,666459500,121.6,10996377145,143710,71647,99.4,1362268,691,2492,2018-02-15
4,4,0,OLD,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,537378100,5.8,202245200,60.3,903829000,62908,19214,44,110452,579,2072,2018-02-15
5,5,0,OLD,20078561,명탐정 코난:감벽의 관,2018-02-14,230259700,2.5,-55313100,-19.4,525708500,29637,-11990,-28.8,72475,487,881,2018-02-15
6,6,0,OLD,20179985,코코,2018-01-11,172114000,1.9,95556400,124.8,26531569516,20771,10610,104.4,3361966,353,516,2018-02-15
7,7,0,OLD,20176104,그것만이 내 세상,2018-01-17,145924800,1.6,75250800,106.5,26578393182,17402,7974,84.6,3304666,312,485,2018-02-15
8,8,0,OLD,20178672,패딩턴 2,2018-02-08,112358700,1.2,59292700,111.7,1355803700,14382,6810,89.9,176792,282,377,2018-02-15
9,9,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,62675000,0.7,36549400,139.9,115325042137,7133,3619,103,14366239,119,161,2018-02-15
10,10,1,OLD,20179462,위대한 쇼맨,2017-12-20,14938000,0.2,4146100,38.4,11285511400,1677,306,22.3,1376098,36,46,2018-02-15
1,1,0,OLD,20170561,블랙 팬서,2018-02-14,5113899324,48.6,75824624,1.5,15233240524,562493,-1362,-0.2,1759832,1620,7904,2018-02-16
2,2,1,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,1978435030,18.8,764068130,62.9,12974812175,231673,87963,61.2,1593941,848,2943,2018-02-16
3,3,-1,OLD,20168250,골든슬럼버,2018-02-14,1924264076,18.3,357975876,22.9,4810030376,223269,39347,21.4,577440,815,3512,2018-02-16
4,4,0,OLD,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,692575000,6.6,155196900,28.9,1596404000,80692,17784,28.3,191144,568,1770,2018-02-16
5,5,2,OLD,20176104,그것만이 내 세상,2018-01-17,183524400,1.7,37599600,25.8,26761917582,21790,4388,25.2,3326456,288,429,2018-02-16
6,6,0,OLD,20179985,코코,2018-01-11,164275546,1.6,-7838454,-4.6,26695845062,19351,-1420,-6.8,3381317,354,502,2018-02-16
7,7,-2,OLD,20078561,명탐정 코난:감벽의 관,2018-02-14,143849800,1.4,-86409900,-37.5,669558300,17635,-12002,-40.5,90110,442,756,2018-02-16
8,8,0,OLD,20178672,패딩턴 2,2018-02-08,87294900,0.8,-25063800,-22.3,1443098600,10963,-3419,-23.8,187755,280,366,2018-02-16
9,9,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,96276100,0.9,33601100,53.6,115421318237,10816,3683,51.6,14377055,131,177,2018-02-16
10,10,0,OLD,20179462,위대한 쇼맨,2017-12-20,20405400,0.2,5467400,36.6,11305916800,2247,570,34,1378345,42,53,2018-02-16
1,1,0,OLD,20170561,블랙 팬서,2018-02-14,6544196794,51.5,1430297470,28,21777437318,739447,176954,31.5,2499279,1544,7565,2018-02-17
2,2,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,2341744428,18.4,363309398,18.4,15316556603,280825,49152,21.2,1874766,1027,3655,2018-02-17
3,3,0,OLD,20168250,골든슬럼버,2018-02-14,1993410706,15.7,69146630,3.6,6803441082,236581,13312,6,814021,833,3535,2018-02-17
4,4,0,OLD,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,661911400,5.2,-30663600,-4.4,2258315400,79863,-829,-1,271007,627,1714,2018-02-17
5,5,2,OLD,20078561,명탐정 코난:감벽의 관,2018-02-14,272194300,2.1,128344500,89.2,941752600,34887,17252,97.8,124997,443,722,2018-02-17
6,6,0,OLD,20179985,코코,2018-01-11,220901078,1.7,56625532,34.5,26916746140,27213,7862,40.6,3408530,345,488,2018-02-17
7,7,-2,OLD,20176104,그것만이 내 세상,2018-01-17,204150500,1.6,20626100,11.2,26966068082,24904,3114,14.3,3351360,305,469,2018-02-17
8,8,0,OLD,20178672,패딩턴 2,2018-02-08,156834900,1.2,69540000,79.7,1599933500,20418,9455,86.2,208173,290,391,2018-02-17
9,9,0,OLD,20150976,신과함께-죄와 벌,2017-12-20,113310200,0.9,17034100,17.7,115534628437,13185,2369,21.9,14390240,149,217,2018-02-17
10,10,0,OLD,20179462,위대한 쇼맨,2017-12-20,28059500,0.2,7654100,37.5,11333976300,3204,957,42.6,1381549,51,69,2018-02-17
1,1,0,OLD,20170561,블랙 팬서,2018-02-14,5263080400,54.0,-1281116394,-19.6,27040517718,598424,-141023,-19.1,3097703,1495,7171,2018-02-18
2,2,0,OLD,20179205,조선명탐정: 흡혈괴마의 비밀,2018-02-08,1677363100,17.2,-664381328,-28.4,16993919703,201234,-79591,-28.3,2076000,1014,3573,2018-02-18
3,3,0,OLD,20168250,골든슬럼버,2018-02-14,1428172500,14.7,-565238206,-28.4,8231613582,168610,-67971,-28.7,982631,809,3348,2018-02-18
4,4,0,OLD,20176121,흥부: 글로 세상을 바꾼 자,2018-02-14,423575600,4.3,-238335800,-36,2681891000,51325,-28538,-35.7,322332,597,1572,2018-02-18
5,5,0,OLD,20078561,명탐정 코난:감벽의 관,2018-02-14,254673400,2.6,-17520900,-6.4,1196426000,32920,-1967,-5.6,157917,449,709,2018-02-18
