0,1,2
20190127,10,저에게도 너무 사랑스러운 대통령이십니다  
20190124,10,영화잘만들었다....노무현대통령이 그립다..  
20190120,1,이해 할수가 없다. 그 시절 그렇게 정치하고 그렇게 사라진 분을 이렇게 신격화 시키다니  
20190120,10,잘봤다. 노통보니 또 눈물난다..이 당시 안희정이도 짠하네.  
20190118,10,진짜.. 이 영화를 보고.. 이런 대통령이 다시 우리 세대에 나타나실 수 있을까라는 생각이 들었다. 노무현 대통령께선 진짜 .. ㅠㅠ 너무 시대를 앞선 대통령이 아닌가 싶다..  
20190118,10,슬픈 영화.... 추천!!  
20190114,1,노무현팔이 그만해라 충분히 해먹었잖아  
20190113,5,재개봉 해줘라 이기 가서 노무쿤 일대기 보고 싶노 아주빠르게 꼬라 박는 뇌물현~ 평점은 5.23을 표현하고 싶은 내 마음이다 이기야  
20190113,10,영화내내 펑펑 울었습니다. 그립습니다 ㅠ  
20190109,10,영화를 뒤늦게 봤는데 다 보고 나니 노무현 대통령 정말 그립고 보고싶네요.  
20190108,2,"마지막까지 ..흔들어 볼까요?예, 좋습니다오늘은 제가 쏩니다  "
20190108,1,나라 씹말아먹고 뇌물 처먹고 자살하면 신격화되는 신기한 나라  
20190106,10,최고 영화 변호인보다 낫다  
20190105,2,문재앙이좀 어떻게 해봐  
20181228,1,앙 노무띠 ㅋㅋㅋ딱조타  
20181225,4,거짓과선동포장 ㅋㅋ 개돼지들  뇌물로 죽어놓고 ㅋㅋㅋ  
20181222,10,최고 입니다 존경 합니다  
20181221,10,이 영화는 허위사실을 유포하고 있습니다 노 고무통 전 현대령 님께서는 돌아가시지 않으셨고 국정원 지하실 518호에서 노래를 만들고 계십니다 영화 내려주세요  
20181213,10,감동입니다. 사랑합니다.  
20181212,7,영화를 본 후 대통령의 노무현보다 인간 노무현을 기억하고 싶다.  
20181210,1,포장 좀 하지마. 인궈타령하며 외국인을 위한 자한테. 외국인 지문인식폐지하고 외국인 지방선거권 준 자. 이게 한국인이냐. 어떤 미친 나라가 외국인한테 투표권을 줘.  
20181207,10,잘봤습니다. 고맙습니다.  
20181207,10,남겨진 사람들이 노 전대통령님을 떠올리며 눈물짓는 것만으로도 그 분이 어떤 사람이었는지 알 수 있었습니다  
