0,1,2
20190113,7,중국영화라고 편견가지지말고 보세요. 생각보다 재밌음.  CG는 한국이 만들었나?아무튼 잘 만들었네요.  
20181025,7,더빙은 오버스럽고 너무 힘이 들어가서 어색하네요- 자막으로 봤을때 재밌었어요~ 그래픽도 깔끔하고 잘 만들었다는 느낌!  
20181005,9,저 이 애니 정말 좋아해요! 전 우리말더빙이 아니라 중국성우들 목소리로 봤는데 손오공빠의 마음을 충족시키고도 남았습니다. 까칠하면서도 다정한 손오공이 매력적이에요!  
20180422,6,관람객잼잇게 잘 봤습니다~^^  
20180404,10,솔직히 별기대안했는데 너무 재밌게 봤다  
20180324,10,최고의 영화 추천합니다  
20180301,10,관람객재밌게봤어요 2편이 나오면 또 보게 될꺼같아요~  
20180220,2,"프롤로그를 2시간으로 만든 애니, 그래픽 액션은 괜찮을지 모르나 연출,스토리, 개연성 졸면서 봤네요 진짜 보기 시작했으니 끝까지 억지로 본1인  "
20180203,10,재미있다재미있다재미있다아주  
20180115,5,관람객잘봤습니다 잘봤습니다  
20180101,10,관람객진짜 재밌네요 집중잘하며봤네요  
20171230,9,관람객6세남아 재미있게잘봤습니다  
20171230,9,관람객재밌다고 했어요 등장인물들이  귀엽다네요  
20171230,10,생각보다 재밌어서 깜놀...이만큼도 못해오면서 무슨 개소리들이냐?니들이 게맛을 알아?애니조차도 중국인만도 못하다니.뭐하는건지?  
20171217,10,관람객유치하면서도 재미있게 봤네요  
20171212,2,손오공이 부처님 미만은 가뿐할 정도로 세다는 걸 알고 있기에 개구리들 떼로 덤지는 액션씬에서도 긴장감이 없다.  
20171204,10,이거 학교 중국어 시간에 보여줘서 봤었는데 벌써 개봉했었던거 아닌가?? 개재밌어서 2나온줄 알고 좋아했는데...  
20171204,10,관람객너무재미있어요 또보고싶어요~~  
20171202,1,개연성도없고 연출은 구리고 프레임도끊기고 그저 잔인한 괴물들이나 때려잡는 돈아까운....  
20171202,10,관람객너무재밌게잘봤어요짱짱  
20171124,9,관람객재미있게봤어요.다소 아이가 보기 좀 과격하긴함  
20171119,8,관람객아이가영화시작부터 끝날때까지 몰입하며 잘 보네요~좋았어요  아이도 너무 재밌었다고 했답니다  
20171119,8,관람객흠 보다 졸았지만 아이들은 몽키킹의 변화하는 과정을 통해 더불어사는 세상을 배웠으리라 생각합니다  
20171117,1,제발 평점 알바 좀 없앴으면...  
20171112,8,관람객액션이 멋있는 재미있는 애니였어요  
20171111,3,관람객기대를 마니 하고 보았는데 우리 아이들이실망을해  저또한 기분이 다운좀더 스토리나 아이들에게 좀더 이해하기 쉽고 재미게 만들어으면하는 아쉬움이 남네요  
20171110,1,2년전 영화를 제목만 변경해서 재개봉 ㅋㅋㅋ  
20171110,7,관람객기대없이 보았는데. 아이들이 재미있어했어요  
20171109,7,20대 9.6... 알바는 20대인걸로  
20171109,8,관람객재미있게 봤어요. 아이가 지루해하지 않았어요  
20171108,9,익 2015년에 나왔던건데...제목만바꿔서 또나오네?  
20171107,10,재미보다는감동적이다  
20171107,9,관람객아이들이 신서유기를 처음 알게되고책찾아보고 공부하게 되었답니다너무너무재미있고 유익했던 영화입니딘ㅇ  
20171107,1,중국영화는 우리나라에서 수입해서 극장에서 상영하는데왜???!!!!한국영화는 중국 극장에서 상영하지 않나요!!  
20171105,8,아이가보고싶어해서 같이봤는데 어른이보기에도 참잘만들어진 애니였습니다  
20171105,9,관람객유쾌하고 재밌는 영화였어요~~추천합니다^^  
20171105,10,관람객재미있게 봤어요. 짱 장 짱  
20171105,10,딸아이랑 같이 봤는데 성인인 제가 봐도 재밌네요^^  
20171105,10,관람객아들이랑 같이봤어요화면때깔좋고 액션좋아서 애들조아함  
20171105,9,관람객아이들이 재미있어 했습니다  
20171105,10,관람객재밌게 잘보았습니다보는 내내 지루할틈이 없네요  
20171105,10,관람객너무 재미있었어요 애들도 재미게 봤고  
20171105,10,"어른이 보기에도너무너무재미있어요!! , 내용도 재미와감동이있어요! 어른,아이들강력추천합니다!  "
20171105,2,댓글에 진심이 없네 ㅎㅎ 알바들 힘네  
20171104,9,내일 아들이랑 영화보러가는데 울 아들이 꼭 보고 싶다네여.  
20171104,8,관람객전체관람가라 5살 된 아이와 같이 보러 왔는데 5살이 보기엔 어려운 영화네요ㅋ 전 오랜만에 재미있게 봤습니다~^^  액션 위주라 전체관람가의 기준이 살짝ㅋ.  
20171104,8,네 아이와 재미있게 봤습니다. 볼만하네쇼^^  
