0,1,2
20190128,10,이 처럼 사랑스러운 아이가 있을까요? 보는 내내 너무 좋았습니다. 군더더기없이 깔끔하고 행복했던 영화였습니다.  
20190128,10,유튜브로 결재했는데 돈 하나도 안아까움  
20190127,10,"일단 아역이 연기를 잘하고, 적당히 속도감있고 재미와 감동 다 있음ㅋㅋ 캡아 생각 안 날 정도로 영화가 참 좋네요. 진짜 꼭 보세요.  "
20190123,10,오랜만에 제대로 된 영화를 만났다..  
20190122,10,너무 사랑스럽고 어메이징한 메리덕에 마음이 정화된다  
20190122,10,가족에대해 생각할수 있는영화.  
20190121,10,나의 평생 소장 영화목록에 올라감  
20190120,10,잔잔하지만 깊은 여운을 남긴 영화  
20190120,9,꼬맹이 너무귀엽고 애쁘다  
20190118,9,Two thumps up.  
20190116,10,내 어린시절에도 할머니가 아닌 프랭크 삼촌이 필요 했었다. 나도 내 자식들에게는 선대의 잘못을 되물림 하지 않을 것이다.  
20190115,7,뻔하지만 뻔한 대로 볼만한 영화다. 시간 남을 때 편안하게 보길 권하는 가족 영화.  
20190114,10,아역 캐릭터가 생기 넘치고 넘 이쁜 ///크리스에반스같은삼촌이 있었으면ㅋㅋㅋ싶어지는 영화  
20190114,8,사람의 행복은 무엇인가 물음표를 던져주는 울림이 있는 영화 아역배우가 너무 귀엽네요 캡틴님 감정 연기도 짱  
20190114,8,전체적으론 평이했지만 갈등의 소재나 배우들의 연기가 좋았다.  
20190114,10,손에꼽는 영화입니다. 보시게 된다면 당신은 인생 한부분에서 중요한 자리에 마무르게 되겠네요.  
20190113,9,크리스에반스의 쫄쫄이 복장과 방패보다 덥수룩한 수염이 더욱 영웅적으로 다가옴.멕케나의 훌륭한 연기와 눈망울이 감동을 배가 시킨다.진심 멋진 영화이다.  
20190113,6,별거없음. 평범한 영화.  
20190111,10,메리야 지금처럼 이쁘게 자라줘 프랭크는 행복할거야 너 존재 자체만으로  
20190108,10,한국영화 보고있나?? 이게바로 가족영화다 그저 드라마같은 뻔한 로맨스가아닌 진정한 의미를 부여하는 영화가 이런거다 보고배우자  
20190107,10,에블린 할머니 마지막에 불쌍하다는 생각메리 아빠 존나 패주고 싶은 생각빡침...  
20190107,10,눈물이 뚝뚝..재밌게봤어요  
20190107,10,"졸커....,,,,  "
20190107,10,이영화는 진짜 꼭 보자ㅜㅜ  
20190107,10,진짜 너무 힐링되던 영화  
20190107,10,내가 이태껏 이 영화를 왜 안 보고 있었지 싶을 정도의 영화  
20190107,10,정말 좋은영화임과 더불어 맥켄나 그레이스의 초기작을 봤다는 것에 몸둘바를 모르겠다.  
20190107,10,asdfgjwdgsag  
20190104,9,"재미와 감동, 내용, 메시지, 배우들 연기력까지  다 완벽하다. 영화속 에피소드가 적었다는게 아쉬울뿐  "
20190104,10,"사랑스러운 메리과 듬직한 삼촌,그리고 고양이 옆집아줌마의 훈훈한 이야기 정말 여운에 남네요 추천추천!  "
20190103,10,눈물콧물닦으면서봤음  
20190103,10,그저 호기심에 시청했지만 메리를 위해 노력하는 프랭크의 모습들을 통해 많은 감동을 받은 영화  
20190103,10,마음이 너무 따뜻해지는영화  
20190102,10,꼬마 연기가 너무 뛰어나서 마치 실제장면을 보는듯. 따뜻하고 사랑스러운 영화.  
20190102,10,정말 아이가 잘 살기위해 떠나는 삼촌의 마음과 자기를 버렸다고 생각하는 아이의 마음.. 그냥 폭풍눈물 흐른다..  
20190102,9,사랑스러운 영화. 천재소녀를 다루는 척하면서 사실 삶에 대해 말한다.  
20190102,10,정말 감동깊게 보았습니다 아이의 연기력이 너무 대단해서 후반부엔 말이 안나오더군요 스토리도 좋고 오랜만에 좀 늦게 보긴 했지만 최고의 영화 였습니다. - 고몽님때매 우연히 봤는데 정말 재밌네요 ㅎ  
20190101,9,오늘 봤는데 애가 연기를 너무 잘한다.영상도 좋고  극 흐름도 좋고다 좋노 ㅋㅋ  
20190101,10,감동적인 영화!! 인생은 성적순이 아니라는걸 알게 해주는 영화  
20190101,8,일상의 행복을 일깨워주는 영화. 아역 연기가 인상깊습니다.  
20190101,10,너무 재밌다....진심  
20190101,10,왜 이런 명작을 홍보도 안해주고 상영관도 안늘어주냐 증말 게이쉐이키들  
20181231,10,정말 감동입니다 내 딸에게도 더 잘 해야겠어요^^  
20181230,10,모든 영화의 평점은 최신순 평점이 말해주지.  
20181230,9,어뜬놈이 토르남주가 주인공이레?캡틴이구만 간만에 따뜻한영화 재미지게 잘봐씀  
20181229,6,아이엠샘 아류작...  
20181228,10,하나하나 모든 장면에 진부함과 뻔함이 없었고 정말 재밌고 감동이었다  
20181228,10,아진심 연기 너무 잘해...  
20181227,7,흔한 감동 가족영화...아주 흔하지만 확실한 소재로 눈물나게함...짜장면같은영화  
20181227,10,눈물없던 한 소년의 가슴을 울렸던 영화  
20181227,7,"편안하고 부드러운 연출, 귀여운 메리.  "
20181226,10,천재에 익살스러움까지.. 연기력 정말 대박임  
20181226,10,너무 감동적인 영화.  스토리가 천재 소녀에 포커스가 좀더 집중 되었으면 어땠을까 하는 아쉬움이 남네요.  
